pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,st_lum,st_mass,sy_snum,sy_pnum,pl_dens,st_teff,st_rad,pl_temp,habitability_score
Kepler-1129 c,2.73,7.9,0.35367,0.0,1.0,1.0,1,2,2.13,5831.0,1.0,6341.667128978744,0.35870334984870667
Kepler-113 b,1.82,11.7,0.05123,0.0,0.36535446722156006,0.75,1,2,10.73,4725.0,0.69,11215.63048609417,0.35515917545884423
Kepler-113 c,2.18,8.7,0.07796,0.0,0.36535446722156006,0.75,1,2,0.308247,4725.0,0.69,9091.801707158247,0.3451353286373391
Kepler-1130 b,0.8,0.437,0.05963,0.0,0.6915901242788246,0.9,2,3,4.69,5403.0,0.81,12879.665513149286,0.5423630663013222
Kepler-1130 c,0.792,0.422,0.04238,0.0,0.8052810653384567,0.94,2,3,4.66,5450.0,0.84,15693.332677118711,0.5365210767349181
Kepler-1130 d,0.645,0.202,0.05068,0.0,0.8052810653384567,0.94,2,3,4.14,5450.0,0.84,14350.841055144265,0.48392207412280686
Kepler-1131 b,1.59,3.15,0.0459,0.0,1.1089967833248526,1.03,1,1,4.31,5851.0,1.04,18013.576040353357,0.48928034071310217
Kepler-1132 b,2.35,6.12,0.2881,0.0,0.6142107088596144,0.87,1,1,2.59,5298.0,0.83,5816.1939883780515,0.3840840472786864
Kepler-1133 b,1.97,4.54,0.0983,0.0,0.7756937995160011,0.93,1,1,3.26,5569.0,0.9,10898.863812628473,0.4232763764906346
Kepler-1134 b,2.64,7.46,0.1242,0.0,0.5432221889406211,0.84,1,1,2.23,5281.0,0.81,8722.829651004226,0.3666662332711364
Kepler-1135 b,1.85,4.08,0.3436,0.0,0.437,0.96,1,1,3.54,5656.0,0.94,6050.708937359533,0.44173936036233835
Kepler-1136 b,1.64,3.33,0.0299,0.0,0.31671143023717974,0.72,1,1,4.15,4512.0,0.68,13917.058902159079,0.4867952914022582
Kepler-1137 b,2.2,5.48,0.1871,0.0,0.754,1.5,1,1,2.83,6807.0,1.84,13806.617094793284,0.3345122771936911
Kepler-1138 b,1.7,3.53,0.0415,0.0,0.8356657801380584,0.95,1,1,3.95,5582.0,0.92,16998.837005122983,0.4709602978038739
Kepler-1139 b,1.19,1.81,0.01664,0.0,0.8052810653384567,0.94,1,1,5.9,5550.0,0.91,26545.8435475908,0.5499720175493169
Kepler-114 b,1.26,6.8,0.053,0.0,0.4006060816669288,0.77,1,3,18.7,4605.0,0.67,10589.82085308773,0.42841001661507216
Kepler-114 c,1.6,2.8,0.06482,0.0,0.13141898072713853,0.56,1,3,3.76,4660.0,0.54,8699.369856894746,0.48590466891631645
Kepler-114 d,2.53,3.9,0.08358,0.0,0.13141898072713853,0.56,1,3,1.32,4660.0,0.54,7661.099897084291,0.36870867242404937
Kepler-1140 b,2.77,8.1,0.1478,0.0,0.3826904045279422,0.76,1,1,2.09,4850.0,0.73,6971.487673325043,0.3604203408059475
Kepler-1141 b,0.82,0.477,0.03496,0.0,0.155,1.01,1,1,4.75,5791.0,1.07,20721.40761795558,0.5557058876210854
Kepler-1142 b,1.47,2.76,0.1343,0.0,0.437,0.97,1,1,4.77,5685.0,0.96,9830.771264974732,0.5239812298281213
Kepler-1143 b,1.67,3.43,0.0371,0.0,0.47829690000000014,0.81,1,2,4.05,5053.0,0.77,14889.057879445421,0.48914291884129535
Kepler-1143 c,3.6,12.6,0.6477,0.0,0.47829690000000014,0.81,1,2,1.48,5053.0,0.77,3563.421733623493,0.3492226984330079
Kepler-1144 b,1.99,4.62,0.1291,0.0,0.056,0.98,1,1,3.22,5753.0,0.96,10146.736482018576,0.4167727483497286
Kepler-1145 b,1.4,2.54,0.0443,0.0,0.43822264873188616,0.79,1,1,5.09,5064.0,0.75,13476.650876500646,0.5449996028277787
Kepler-1146 b,1.23,2.04,0.0325,0.0,0.34858686540120815,0.74,1,1,6.02,4692.0,0.7,14083.96234066844,0.5660792520468789
Kepler-1147 b,2.61,7.32,0.0961,0.0,0.235,1.09,1,1,2.26,5941.0,1.14,13234.568812524427,0.3488887177853917
Kepler-1148 b,1.69,3.5,0.0188,0.0,0.47829690000000014,0.81,1,1,3.98,5054.0,0.77,20919.976276953894,0.46572346707029555
Kepler-1149 b,1.44,2.67,0.0473,0.0,0.165,1.02,1,1,4.91,5833.0,1.01,17433.38033841894,0.524706567881224
Kepler-115 b,1.09,1.32,0.036,0.0,0.22,1.04,1,2,5.6,5979.0,1.21,22419.684688624988,0.5793689426512303
Kepler-115 c,2.6,7.27,0.087,0.0,0.22,1.04,1,2,2.27,5979.0,1.21,14421.854989071498,0.3609359354370165
Kepler-1150 b,1.02,1.04,0.0382,0.0,0.3826904045279422,0.76,2,1,5.39,4754.0,0.72,13349.139033209298,0.5660680062447796
Kepler-1151 b,2.22,5.56,0.3197,0.0,0.6392774017356785,0.88,1,1,2.79,5470.0,0.85,5768.793367372767,0.39510829504313827
Kepler-1152 b,0.87,0.59,0.0223,0.0,0.12338700232905413,0.55,1,1,4.92,3964.0,0.53,12499.097656756472,0.559083261005267
Kepler-1153 b,1.73,3.64,0.0277,0.0,0.7188609179509692,0.91,1,1,3.86,5470.0,0.88,19941.062287429177,0.463010102947862
Kepler-1154 b,2.34,6.08,0.0631,0.0,0.452,1.26,1,2,2.61,6327.0,1.43,19480.97485305343,0.35105728868492114
Kepler-1154 c,2.36,6.17,0.0875,0.0,0.452,1.26,1,2,2.58,6327.0,1.43,16543.269276248684,0.3499040055748289
Kepler-1155 b,2.03,4.78,0.2006,0.0,0.047,1.03,1,1,3.14,5842.0,1.03,8561.980074759931,0.4132194147037575
Kepler-1156 b,1.32,2.3,0.09704,0.0,1.0,1.0,1,1,5.5,5778.0,1.0,11996.696052894311,0.5502453154940035
Kepler-1157 b,1.09,1.32,0.0448,0.0,0.3826904045279422,0.76,1,1,5.6,4679.0,0.71,12047.660611043213,0.5888604714155639
Kepler-1158 b,2.34,6.08,0.12643,0.0,0.84,1.41,1,1,2.61,6203.0,1.95,15756.274199873184,0.32931335163807934
Kepler-1159 b,2.37,6.21,0.1603,0.0,0.298,1.19,1,1,2.56,6217.0,1.28,11362.623149351542,0.3519290570892145
Kepler-116 b,3.42,11.6,0.069,0.0,0.421,1.2,1,2,1.59,6142.0,1.45,18210.789737899682,0.3121697220002979
Kepler-116 c,2.3,5.9,0.116,0.0,0.421,1.2,1,2,2.66,6142.0,1.45,14045.083671256603,0.36218976576815776
Kepler-1160 b,2.14,5.22,0.0755,0.0,0.746891291445067,0.92,1,1,2.93,5519.0,0.89,12255.793468899208,0.40129431745839633
Kepler-1161 b,2.13,5.18,0.0784,0.0,0.15775460325515067,0.59,1,1,2.95,4253.0,0.57,7417.102681573735,0.3954326443577585
Kepler-1162 b,2.21,5.52,0.19,0.0,0.6650664244684812,0.89,1,2,2.81,5390.0,0.84,7330.120598521684,0.40169331297820543
Kepler-1162 c,1.81,3.93,0.2832,0.0,0.5898540685771015,0.86,1,2,3.64,5225.0,0.86,5889.092937031518,0.46076790107168886
Kepler-1163 b,1.03,1.08,0.06868,0.0,0.396,1.22,1,1,5.43,6302.0,1.35,18071.31066766467,0.5575020734024386
Kepler-1164 b,1.12,1.46,0.04635,0.0,0.5661952739834993,0.85,1,1,5.71,5183.0,0.79,13839.786720018788,0.5855406005621101
Kepler-1165 b,1.55,3.02,0.0914,0.0,0.552,1.13,1,2,4.46,6080.0,1.18,14129.63675793124,0.49457437992301556
Kepler-1165 c,3.361,11.2,0.1969,0.0,0.552,1.13,1,2,1.62,6249.0,1.08,9465.837758266438,0.3229065067297121
Kepler-1166 b,1.69,3.5,0.1975,0.0,0.6915901242788246,0.9,1,1,3.98,5446.0,0.86,7350.262085205448,0.4781526349138182
Kepler-1167 b,1.71,3.57,0.0175,0.0,0.43822264873188616,0.79,1,1,3.92,4971.0,0.75,21048.196166386795,0.45882316866117756
Kepler-1168 b,2.5,6.8,0.2663,0.0,0.6142107088596144,0.87,1,1,2.39,5157.0,0.82,5852.992755244715,0.373644837306749
Kepler-1169 b,0.94,0.779,0.06931,0.0,0.262,1.24,1,1,5.15,6191.0,1.23,16868.4400683533,0.5519508382750894
Kepler-117 b,8.059,29.875,0.1445,0.0493,0.538,1.13,1,2,0.3,6150.0,1.61,13277.418442574255,0.2669534440612018
Kepler-117 c,12.341,584.78,0.2804,0.0323,0.538,1.13,1,2,1.74,6150.0,1.61,9531.44094292235,0.28489234214087267
Kepler-1170 b,2.41,6.39,0.088,0.0,0.457946721791957,0.8,1,1,2.51,5069.0,0.76,9634.901152732655,0.3808004649632418
Kepler-1171 b,2.56,7.08,0.0284,0.0,0.869,1.58,1,1,2.32,7044.0,1.95,37751.741895763735,0.2928056890753548
Kepler-1172 b,3.2,10.3,0.168,0.0,0.746891291445067,0.92,1,1,1.73,5558.0,0.89,8274.055259565474,0.3419278405719773
Kepler-1173 b,0.89,0.64,0.0156,0.0,0.5898540685771015,0.86,1,1,4.99,5252.0,0.82,24627.983650174036,0.5591144140130283
Kepler-1174 b,1.59,3.15,0.0732,0.0,0.555,1.04,1,1,4.31,5936.0,1.04,14471.53280928945,0.48938934833918946
Kepler-1175 b,2.99,9.22,0.2181,0.0,0.6915901242788246,0.9,1,1,1.9,5453.0,0.86,7003.520475478565,0.34981219763963356
Kepler-1176 b,2.45,6.57,0.1589,0.0,1.0354396902316474,1.01,1,1,2.45,5844.0,1.02,9576.523014569724,0.36708933559645734
Kepler-1177 b,1.9,4.27,0.4301,0.0,0.342,0.98,1,1,3.42,5712.0,0.97,5548.158465203905,0.43259177446681135
Kepler-1178 b,1.07,1.24,0.1596,0.0,0.457946721791957,0.8,1,1,5.56,4990.0,0.75,6996.393795632483,0.5918875948240154
Kepler-1179 b,1.32,2.3,0.03497,0.0,0.5432221889406211,0.84,1,1,5.5,5212.0,0.81,16224.025210246102,0.5571647961902868
Kepler-118 b,1.96,4.5,0.073,0.0,0.47829690000000014,0.81,1,2,3.28,5274.0,1.09,13181.09398051587,0.43498063489020655
Kepler-118 c,7.68,45.7,0.141,0.0,0.47829690000000014,0.81,1,2,0.554,5274.0,1.09,9484.257360232672,0.31170116293093253
Kepler-1180 b,1.99,4.62,0.1246,0.0,0.417,1.09,1,1,3.22,6077.0,1.14,11888.913109914703,0.40520315944699387
Kepler-1181 b,1.57,3.09,0.0621,0.0,0.472,1.17,1,2,4.39,6176.0,1.3,18276.485051693944,0.4844785944505743
Kepler-1181 c,1.83,4.01,0.0928,0.0,0.472,1.34,1,2,3.6,6688.0,1.35,16498.659997532875,0.408128939779956
Kepler-1182 b,2.41,6.39,0.0981,0.0,0.256,1.04,1,1,2.51,5924.0,1.05,12535.299299521444,0.36683615356125604
Kepler-1183 b,2.82,8.35,0.1793,0.0,0.255,1.0,1,1,2.05,5765.0,0.99,8761.65758180294,0.3489191212674151
Kepler-1184 b,2.68,7.65,0.2863,0.0,0.065,1.05,1,1,2.18,5983.0,1.07,7481.0012936813055,0.5320680205531206
Kepler-1185 b,1.33,2.33,0.4297,0.0,0.282,0.96,1,1,5.44,5622.0,0.87,5174.010466441828,0.5552820428189378
Kepler-1186 b,2.23,5.6,0.1281,0.0,0.064,0.95,1,1,2.77,5635.0,0.93,9820.20020712407,0.38999016224592015
Kepler-1187 b,2.61,7.32,0.1401,0.0,0.136,1.06,1,1,2.26,5975.0,1.09,10779.325915467798,0.3524470974398255
Kepler-1188 b,2.08,4.98,0.135,0.0,0.398,1.04,1,1,3.04,5913.0,1.06,10716.511628617938,0.39845859402830736
Kepler-1189 b,1.77,3.78,0.0467,0.0,0.041,1.11,1,1,3.75,6012.0,1.16,19379.78873737287,0.4403228785454015
Kepler-119 b,3.6,12.6,0.035,0.0,0.746891291445067,0.92,1,2,1.48,5595.0,0.84,17728.223730692265,0.33492110525056806
Kepler-119 c,0.92,0.721,0.049,0.0,0.746891291445067,0.92,1,2,5.09,5595.0,0.84,14983.083714773624,0.5896044745340709
Kepler-1190 b,1.33,2.33,0.0845,0.0,0.3826904045279422,0.76,1,1,5.44,4730.0,0.72,8930.145740345433,0.5582470890537532
Kepler-1191 b,1.51,2.89,0.0587,0.0,0.5661952739834993,0.85,1,1,4.61,5308.0,0.81,12753.044795970089,0.521062380120904
Kepler-1192 b,2.36,6.17,0.1693,0.0,0.5898540685771015,0.86,1,1,2.58,5438.0,0.83,7787.701244510576,0.3836845700746589
Kepler-1193 b,1.32,2.3,0.04004,0.0,0.351,1.08,1,1,5.5,5908.0,1.21,21006.1106866986,0.5395843119415517
Kepler-1194 b,1.51,2.89,0.1212,0.0,0.8052810653384567,0.94,1,1,4.61,5590.0,0.92,9961.25192627152,0.5172024508437344
Kepler-1195 b,2.08,4.98,0.0726,0.0,0.34858686540120815,0.74,1,1,3.04,4965.0,0.71,10042.448864558592,0.4112578098510647
Kepler-1196 b,2.23,5.6,0.3179,0.0,0.9317325438379406,0.98,1,1,2.77,5756.0,0.97,6503.107012062079,0.38753854753021777
Kepler-1197 b,1.25,2.1,0.02869,0.0,0.4191129782637613,0.78,1,1,5.91,4708.0,0.72,15254.463582201844,0.5637643721047639
Kepler-1198 b,1.47,2.76,0.0732,0.0,0.7756937995160011,0.93,1,1,4.77,5517.0,0.9,12512.042483332003,0.5266573361656682
Kepler-1199 b,1.15,1.6,0.11309,0.0,0.187,0.94,1,1,5.78,5889.0,1.17,12251.292120492375,0.5786463573401821
Kepler-12 b,19.661,137.30256,0.0553,0.0,0.449,1.17,1,1,0.11,5947.0,1.48,19898.747570114596,0.2694286655692296
Kepler-120 b,2.15,8.5,0.055,0.0,0.22140975341264896,0.65,1,2,4.7,4096.0,0.53,8223.866471422063,0.42836687631329473
Kepler-120 c,1.53,2.96,0.088,0.0,0.22140975341264896,0.65,1,2,4.54,4096.0,0.53,6501.537305696436,0.517875231997408
Kepler-1200 b,1.06,1.2,0.0188,0.0,0.34858686540120815,0.74,1,1,5.54,4612.0,0.7,18201.991455814717,0.577596049389282
Kepler-1201 b,2.29,5.86,0.1183,0.0,0.044,1.15,1,1,2.68,6177.0,1.24,12934.676869866234,0.36364342729050414
Kepler-1202 b,2.94,8.96,0.179,0.0,1.1089967833248526,1.03,1,1,1.94,5834.0,1.04,9095.280370048473,0.3412392337104719
Kepler-1203 b,1.06,1.2,0.0114,0.0,0.20971520000000002,0.64,1,1,5.54,4105.0,0.61,19421.607161996562,0.5500183480028663
Kepler-1204 b,3.05,9.53,0.3877,0.0,1.1089967833248526,1.03,1,1,1.85,5825.0,1.03,6140.816977058852,0.3374696054068859
Kepler-1205 b,1.41,2.57,0.0196,0.0,0.5432221889406211,0.84,1,1,5.04,5226.0,0.81,21729.18269097452,0.5299284781539769
Kepler-1206 b,1.64,3.33,0.0201,0.0,0.457946721791957,0.8,1,1,4.15,4877.0,0.75,19268.36527518404,0.47972863241027364
Kepler-1207 b,1.62,3.26,0.1156,0.0,0.638,1.06,1,1,4.21,5909.0,1.06,11573.041693738662,0.4805145118084312
Kepler-1208 b,2.32,5.99,0.0901,0.0,0.457946721791957,0.8,1,1,2.64,5001.0,0.76,9394.220882782674,0.3877649238306798
Kepler-1209 b,1.51,2.89,0.17515,0.0,0.343,1.23,1,1,4.61,6210.0,1.38,11274.196104764438,0.48550430555996843
Kepler-121 b,2.34,6.08,0.039,0.0,0.5898540685771015,0.86,1,2,2.61,5311.0,0.7,14553.000024758967,0.389234894056518
Kepler-121 c,2.27,5.77,0.216,0.0,0.5898540685771015,0.86,1,2,2.71,5311.0,0.7,6183.8359256301865,0.39713643905622253
Kepler-1210 b,1.7,3.53,0.0753,0.0,0.8052810653384567,0.94,1,1,3.95,5568.0,0.92,12587.954496777445,0.473272466359024
Kepler-1211 b,2.55,7.04,0.09763,0.0,0.134,0.96,1,1,2.33,5705.0,0.94,11449.524297446189,0.36524326671571944
Kepler-1212 b,2.14,5.22,0.1082,0.0,0.211,1.1,1,1,2.93,6051.0,1.15,12759.156220983394,0.38449614286488176
Kepler-1213 b,1.19,1.81,0.06026,0.0,0.395,1.14,1,1,5.9,6050.0,1.21,17534.484735112423,0.5512195064664226
Kepler-1214 b,2.36,6.17,0.128,0.0,0.5661952739834993,0.85,1,1,2.58,5130.0,0.8,8295.00946584274,0.3839407086464137
Kepler-1215 b,1.22,1.98,0.0528,0.0,0.8356657801380584,0.95,1,1,5.99,5616.0,0.93,15244.427678931232,0.5653595603937154
Kepler-1216 b,1.39,2.51,0.0519,0.0,0.073,0.99,1,1,5.14,5743.0,0.98,16140.897788615353,0.5382135445636088
Kepler-1217 b,1.99,4.62,0.0326,0.0,0.085,1.06,1,1,3.22,5905.0,1.08,21982.773837410263,0.40440785955917513
Kepler-1218 b,1.44,2.67,0.15698,0.0,0.363,1.06,1,1,4.91,5986.0,1.1,10248.7383295654,0.5218430048277514
Kepler-1219 b,2.12,5.14,0.14146,0.0,0.926,1.25,1,1,2.96,5944.0,1.94,14237.126734692816,0.3681576874195465
Kepler-122 b,2.34,6.08,0.064,0.0,0.27,0.98,1,5,2.61,6050.0,1.22,17084.600000320203,0.38353707263895787
Kepler-122 c,5.87,29.0,0.108,0.0,0.27,0.98,1,5,0.788,6050.0,1.22,13151.731212242601,0.3093556336413136
Kepler-122 d,2.2,5.48,0.155,0.0,0.27,0.98,1,5,2.83,6050.0,1.22,10978.144757459864,0.39669906785398135
Kepler-122 e,2.6,27.7,0.227,0.0,0.27,0.98,1,5,8.66,6050.0,1.22,9071.557831658727,0.3369330316983724
Kepler-122 f,1.75,36.0,0.28575,0.0,0.27,1.03,1,5,36.9,5917.0,0.95,6977.980710218973,0.32456652883792614
Kepler-1220 b,1.52,2.92,0.0734,0.0,0.025,1.0,1,1,4.57,5842.0,0.99,13876.841637496922,0.509761266329921
Kepler-1221 b,1.88,4.19,0.0906,0.0,0.6142107088596144,0.87,1,1,3.47,5194.0,0.82,10106.58155347423,0.4413756233075302
Kepler-1222 b,0.79,0.418,0.02801,0.0,0.5432221889406211,0.84,1,1,4.66,5239.0,0.8,18109.07843206295,0.5564336134872193
Kepler-1223 b,1.22,1.98,0.1186,0.0,0.457946721791957,0.8,1,1,5.99,4870.0,0.75,7920.940674554535,0.5720085900815086
Kepler-1224 b,1.33,2.33,0.11625,0.0,0.293,1.18,1,1,5.44,6155.0,1.22,12896.47450721511,0.528184645056105
Kepler-1225 b,1.82,3.97,0.0771,0.0,0.333,1.13,1,1,3.62,6140.0,1.19,15601.780910397425,0.42918682428670685
Kepler-1226 b,1.45,2.7,0.13945,0.0,0.359,1.02,1,1,4.87,5923.0,1.02,10360.770919402714,0.5239591117229376
Kepler-1227 b,2.29,5.86,0.38555,0.0,0.8988786596538656,0.97,1,1,2.68,5747.0,0.95,5834.748730939466,0.383007421270146
Kepler-1228 b,1.54,2.99,0.01186,0.0,0.4191129782637613,0.78,1,1,4.5,5063.0,0.74,25866.69575417315,0.4780448715852538
Kepler-1229 b,1.4,2.54,0.3006,0.0,0.11571193585728314,0.54,1,1,5.09,3784.0,0.51,3187.8746764346224,0.5354843124354798
Kepler-123 b,2.94,55.3,0.135,0.0,0.41,1.08,1,2,12.0,6089.0,1.26,12031.613561321052,0.2853193452816619
Kepler-123 c,1.48,2.79,0.181,0.0,0.41,1.08,1,2,4.73,6089.0,1.26,10390.859471311443,0.5167743864712717
Kepler-1230 b,2.71,7.8,0.0921,0.0,0.096,1.06,1,1,2.15,5961.0,1.08,13202.637422932648,0.3472716712768562
Kepler-1231 b,1.42,2.6,0.0914,0.0,0.023,1.01,1,1,4.99,5778.0,1.0,12361.29445655338,0.5314821606409439
Kepler-1232 b,1.93,4.38,0.16545,0.0,0.746891291445067,0.92,1,1,3.35,5471.0,0.89,8207.064460893263,0.4304574794573754
Kepler-1233 b,2.6,7.27,0.263,0.0,0.221,1.16,1,1,2.27,6198.0,1.25,8739.532793874565,0.3412918048690145
Kepler-1234 b,2.81,8.3,0.096,0.0,0.457946721791957,0.8,1,1,2.06,4967.0,0.76,9039.092939028855,0.35921357193002706
Kepler-1235 b,0.79,0.418,0.04836,0.0,0.7756937995160011,0.93,1,1,4.66,5541.0,0.9,15460.57959467139,0.5565916046580612
Kepler-1236 b,2.14,5.22,0.1803,0.0,0.5898540685771015,0.86,1,1,2.93,5337.0,0.82,7361.490870187523,0.40438215976410136
Kepler-1237 b,2.86,8.55,0.3778,0.0,0.8052810653384567,0.94,1,1,2.01,5472.0,0.9,5462.555705560794,0.35221308002526597
Kepler-1238 b,1.93,4.38,0.0541,0.0,0.584,1.3,1,1,3.35,6386.0,1.48,21603.327602170284,0.3878131320517697
Kepler-1239 b,2.9,8.75,0.0625,0.0,0.447,1.4,1,1,1.97,6564.0,1.57,21278.347742152775,0.29887579558934907
Kepler-124 b,0.73,0.315,0.039,0.0,0.30158116914673233,0.71,1,3,4.45,4984.0,0.64,13058.55820967509,0.5449549975713978
Kepler-124 c,1.75,3.71,0.1,0.0,0.30158116914673233,0.71,1,3,3.8,4984.0,0.64,8155.06698813899,0.4715590521990971
Kepler-124 d,1.11,1.41,0.17,0.0,0.30158116914673233,0.71,1,3,5.67,4984.0,0.64,6254.65086160758,0.5924621532581559
Kepler-1240 b,1.15,1.6,0.05791,0.0,0.223,0.98,1,1,5.78,5682.0,0.96,14963.030997055961,0.5748738064979231
Kepler-1241 b,2.63,7.41,0.1336,0.0,0.5432221889406211,0.84,1,1,2.24,5261.0,0.8,8326.635972443186,0.36718056630638785
Kepler-1242 b,2.26,5.73,0.1039,0.0,0.4006060816669288,0.77,1,1,2.73,4895.0,0.74,8449.29151744258,0.39275712108855043
Kepler-1243 b,1.75,3.71,0.1256,0.0,0.866860702828407,0.96,1,1,3.8,5667.0,0.94,10027.249745559224,0.461179304209851
Kepler-1244 b,1.35,2.39,0.0502,0.0,1.032,1.46,1,1,5.34,6680.0,1.77,25654.92499322922,0.4926566897101819
Kepler-1245 b,1.44,2.67,0.0484,0.0,0.5898540685771015,0.86,1,2,4.91,5306.0,0.83,14211.6048383629,0.5419653955706012
Kepler-1245 c,1.44,2.67,0.0372,0.0,0.5898540685771015,0.86,1,2,4.91,5306.0,0.83,16210.422494177472,0.5406735522023312
Kepler-1246 b,1.36,2.42,0.0848,0.0,0.332376270499219,0.73,1,1,5.29,4611.0,0.69,8507.094431311209,0.5523946222024569
Kepler-1247 b,2.33,6.04,0.1091,0.0,0.5898540685771015,0.86,1,1,2.62,5303.0,0.82,9403.200364126938,0.3858837743387727
Kepler-1248 b,1.18,1.76,0.0806,0.0,0.276,1.21,1,1,5.89,6149.0,1.21,15409.522080342114,0.5443780002973805
Kepler-1249 b,2.38,6.26,0.167,0.0,0.428,1.19,1,1,2.55,6202.0,1.28,11105.497618599346,0.3512453785596809
Kepler-125 b,2.37,6.21,0.041,0.0,0.11571193585728314,0.54,1,2,2.56,3810.0,0.51,8691.158046625964,0.3725062147243733
Kepler-125 c,0.74,0.33,0.051,0.0,0.11571193585728314,0.54,1,2,4.47,3810.0,0.51,7792.637746992766,0.535211314760146
Kepler-1250 b,1.92,4.35,0.0393,0.0,0.343,0.99,1,1,3.38,5717.0,0.98,18464.794007591292,0.42459535264739806
Kepler-1251 b,1.84,4.04,0.2478,0.0,0.746891291445067,0.92,1,1,3.56,5545.0,0.89,6796.814464406951,0.44615219702758935
Kepler-1252 b,1.67,3.43,0.1078,0.0,1.2262260227997774,1.06,1,1,4.05,5949.0,1.09,12235.095108170995,0.46918038165956716
Kepler-1253 b,1.33,2.33,0.31444,0.0,0.345,0.97,1,1,5.44,5850.0,1.1,7076.89622233014,0.5516693200157496
Kepler-1254 b,1.55,3.02,0.0833,0.0,0.4191129782637613,0.78,1,3,4.46,4985.0,0.75,9674.595273339915,0.5188399634297378
Kepler-1254 c,1.3,2.24,0.0422,0.0,0.4191129782637613,0.78,1,3,5.6,4985.0,0.75,13592.491842537002,0.5676227635603089
Kepler-1254 d,1.31,2.27,0.0575,0.0,0.4191129782637613,0.78,1,3,5.55,4985.0,0.75,11644.514450611801,0.5671402740444874
Kepler-1255 b,2.32,5.99,0.2226,0.0,0.307,1.08,1,1,2.64,6018.0,1.12,8730.882165808009,0.36953813442327826
Kepler-1256 b,1.49,2.83,0.10733,0.0,0.428,1.17,1,1,4.7,6129.0,1.36,14111.00751102833,0.4975464378989342
Kepler-1257 b,1.52,2.92,0.0376,0.0,0.6915901242788246,0.9,1,1,4.57,5502.0,0.87,17117.715422543144,0.5150069551177768
Kepler-1258 b,0.86,0.566,0.01824,0.0,0.094,0.99,1,1,4.89,5839.0,0.99,27822.9495154188,0.5509353183888519
Kepler-1259 b,1.43,2.63,0.0141,0.0,0.457946721791957,0.8,1,1,4.94,5053.0,0.77,24151.528228433483,0.5117404745986663
Kepler-126 b,1.52,4.11726,0.099,0.07,0.452,1.11,1,3,5.762535,6239.0,1.36,14956.375311274158,0.46833077064594375
Kepler-126 c,1.58,1.27942,0.162,0.19,0.452,1.11,1,3,1.695536,6239.0,1.36,11691.936411639062,0.3896564422999358
Kepler-126 d,2.5,54.59019,0.448,0.02,0.452,1.11,1,3,18.398878,6239.0,1.36,7030.803252905438,0.2727303565085082
Kepler-1260 b,1.77,3.78,0.1444,0.0,0.526,1.06,1,1,3.75,5961.0,1.08,10544.036851795177,0.447632305284449
Kepler-1261 b,2.26,5.73,0.239,0.0,0.499284959284455,0.82,1,1,2.73,5006.0,0.77,5811.61411051213,0.39299111852016383
Kepler-1262 b,1.82,3.97,0.083,0.0,0.9654353152371162,0.99,1,1,3.62,5771.0,0.98,12825.80338753979,0.44457682853940506
Kepler-1263 b,1.14,1.55,0.0499,0.0,0.5432221889406211,0.84,1,1,5.75,5213.0,0.8,13500.25456558422,0.5837462887856348
Kepler-1264 b,1.18,1.76,0.01839,0.0,0.9654353152371162,0.99,1,1,5.89,5791.0,0.98,27342.31298548465,0.5512998624010598
Kepler-1265 b,1.35,2.39,0.0612,0.0,0.30158116914673233,0.71,1,1,5.34,4630.0,0.69,10055.168147605269,0.5530105383970593
Kepler-1266 b,2.58,7.18,0.16431,0.0,0.457946721791957,0.8,1,2,2.3,5044.0,0.76,7016.320004787603,0.37634436331205534
Kepler-1266 c,1.68,3.46,0.0506,0.0,0.43822264873188616,0.79,1,2,4.01,4996.0,0.83,13087.169571633985,0.48814007768306844
Kepler-1267 b,3.01,9.32,0.1057,0.0,0.003,1.15,1,1,1.88,6096.0,1.2,13284.878899246158,0.32593609802011364
Kepler-1268 b,2.03,4.78,0.2383,0.0,0.345,1.06,1,1,3.14,5904.0,1.09,8166.897196220202,0.40303822396506467
Kepler-1269 b,1.63,3.29,0.23611,0.0,0.556,1.1,1,1,4.17,5998.0,1.15,8561.654598366036,0.4736153467305451
Kepler-127 b,1.4,2.54,0.125,0.47,0.407,1.25,1,3,5.09,6106.0,1.36,13026.590464217295,0.42251868315543883
Kepler-127 c,2.66,7.56,0.2,0.03,0.407,1.25,1,3,2.21,6106.0,1.36,10298.424003289198,0.318954020002822
Kepler-127 d,2.64,7.46,0.28,0.03,0.407,1.25,1,3,2.23,6106.0,1.36,8703.756863378147,0.31999474791726357
Kepler-1270 b,3.32,11.0,0.07045,0.0,0.713,1.28,1,1,1.65,5047.0,3.38,22610.526137877256,0.29889981490311757
Kepler-1271 b,1.48,2.79,0.04233,0.0,0.219,1.13,1,1,4.73,6143.0,1.23,21417.483893572477,0.5027028554566654
Kepler-1272 b,2.37,6.21,0.2705,0.0,0.37,1.06,1,1,2.56,5926.0,1.09,7693.975048590356,0.3676830553111308
Kepler-1273 b,2.49,6.76,0.1857,0.0,0.8052810653384567,0.94,1,1,2.41,5566.0,0.91,7969.250134894011,0.37062356706116073
Kepler-1274 b,1.42,2.6,0.08161,0.0,0.798,1.45,1,1,4.99,6179.0,2.17,20608.0018839612,0.48141183367454815
