pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,st_lum,st_mass,sy_snum,sy_pnum,pl_dens,st_teff,st_rad,pl_temp,O_retention,atm_retention_prob,estimated_rotation_period
-0.3510931291419476,-0.5501194354184191,-0.7620681140763088,1.3343390211870123,-1.6231722293366315,-1.965835866869364,0.0,-0.7536025960892287,-0.3876346440726426,-2.29268452395074,-1.6614393437578332,-0.8053075743895503,0.0,-1.0517592359189225,-0.5409012807285123
-1.1579811038505947,-1.0406473323168264,-2.142809016226935,0.7886979752384232,-1.498705108513062,-1.8251309257570292,0.0,0.3815155668322225,0.9741874477734286,-2.29268452395074,-1.6362266351194656,0.0524578620809628,0.0,0.5715704780444538,-1.0274878953522515
0.6174731356449333,0.3614058420411322,-0.1700712957688146,0.7886979752384232,-0.7721636052167251,0.4613243673184059,0.0,-0.7536025960892287,-1.21160641101939,0.6594461928120446,0.4816408905034152,0.4008869451477461,0.0,-0.7071386775794591,0.334378630540206
0.0350545675329963,-0.1105313037327356,-0.1381569269554056,-0.9325445964853812,-1.2436135245428763,-0.0311429265747648,0.0,-0.7536025960892287,-0.5857945126326131,0.6886815023860141,-0.1738895340941431,0.138369055017992,0.0,-0.3475345603574464,-0.113907301657542
-0.513837856286654,-0.5418816934108439,0.731240613150233,-0.9325445964853812,-0.5717700371232075,0.4613243673184059,0.0,2.0841928112143995,0.0897612082754566,0.8513823556672354,0.355577347311577,-0.395849607107739,0.0,0.22016478374974,-0.5328191608222009
-0.6307885000638757,-0.6333175426471166,-0.2902790068940745,-0.9325445964853812,1.3005097307743634,0.2150907203718203,0.0,-0.7536025960892287,0.2412553457381132,0.3492976912447166,-0.1738895340941431,0.1970662939117543,0.0,0.445929921966293,-0.6226959940179427
-0.2662517275291635,-0.3475590830873257,-0.2222801597547599,-0.9325445964853812,1.001620017492615,0.0392095439814021,0.0,0.3815155668322225,-0.2216702848867855,0.4789499337031898,-0.1234641168174078,0.1851308820531165,0.0,-0.0946236217717337,-0.3430490279622715
-0.0968964804845723,-0.2146555370397193,1.494245875096607,-0.9325445964853812,-0.2462828756093889,-0.7698438674145212,0.0,-0.7536025960892287,-0.4333934676732878,-1.1785650090992517,-0.9050580846068044,-1.319496151455941,0.0,-0.247734266077431,-0.2142469754150726
-1.8757934935998937,-1.127938432651088,-0.354223085628821,0.9546947637569468,-0.2716516063910537,0.6723817789869079,0.0,0.3815155668322225,1.928601617335617,0.5806379670039531,0.8850442287172972,0.7301038891964513,0.0,0.8006557323370496,-1.1151502397449895
-0.4444844135934345,-0.4885878366691598,-0.126374334519868,1.3343390211870123,-1.3264392076078058,-1.6492497493666114,0.0,1.5166337297536738,-0.0020847921997272,-2.29268452395074,-1.4345249660125248,-0.9561304713364832,0.0,-1.8877452406463189,-0.480605096499276
1.2559063550990384,1.4471842435571285,-0.0424258882569291,1.3891729696717547,0.6571025663104463,1.4110827198266638,0.0,0.3815155668322225,1.928601617335617,1.3356716142621206,0.9858950632707676,0.6168691315151694,0.0,-0.948979193313636,1.550788142462746
-0.0044803727907719,-0.141266387059518,0.162946936164037,-0.9325445964853812,0.4325790643938368,-0.312552808799434,0.0,0.3815155668322225,-0.5415592841042688,-0.2709993118899394,-0.6277182895847604,-0.4693564392508441,0.0,-0.3188360438479417,-0.1434725877536032
