pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,st_lum,st_mass,sy_snum,sy_pnum,pl_dens,st_teff,st_rad,pl_temp
DS Tuc A b,5.7,413.179,0.0787,0.0,1.0354396902316474,1.01,2,1,12.293209192572071,5428.0,0.96,
EPIC 201170410.02,1.047,1.15,0.0349,0.0,0.01313387844812034,0.29,1,1,5.51,3648.0,0.28,6683.141309511997
EPIC 201238110 b,1.87,4.16,0.0965,0.05,0.04413097255681093,0.41,1,1,3.5,3587.0,0.37,
EPIC 201427007 b,1.5,2.86,0.0965,0.05,0.7756937995160011,0.93,1,1,4.66,5633.0,0.94,
EPIC 201497682 b,0.692,0.26,0.0965,0.05,0.4191129782637613,0.78,1,1,4.31,4991.0,0.55,
EPIC 201595106 b,1.565,7.67,0.0177,0.0,0.866860702828407,0.96,1,2,11.1,5679.0,0.98,27331.142437912284
EPIC 201615463 c,1.22,1.98,0.11,0.05,0.458,1.07,1,2,5.99,5942.5,1.6,
EPIC 201754305 d,1.03,1.08,0.10091,0.05,0.24618512557266742,0.67,1,3,5.43,4761.0,0.54,
EPIC 201757695.02,0.908,0.688,0.0296,0.0,0.332376270499219,0.73,1,1,5.05,4520.0,0.66,13804.607378166316
EPIC 201833600 c,1.0,0.972,0.11,0.05,0.1772778281686968,0.61,1,2,5.34,4292.67,0.63,
EPIC 201841433 b,1.04,1.12,0.035,0.05,0.457946721791957,0.8,1,1,5.47,5053.0,0.63,13865.80419228778
EPIC 205950854 c,1.31,2.27,0.11,0.05,0.6392774017356785,0.88,1,2,5.55,5502.7,0.83,
EPIC 206024342 b,1.7,3.53,0.10091,0.05,0.7756937995160011,0.93,1,3,3.95,5724.0,0.82,
EPIC 206024342 c,1.4,2.54,0.10091,0.05,0.7756937995160011,0.93,1,3,5.09,5724.0,1.1,
EPIC 206024342 d,2.6,7.27,0.10091,0.05,0.7756937995160011,0.93,1,3,2.27,5724.0,1.1,
EPIC 206032309 b,1.01,1.01,0.0965,0.05,0.004994354701059988,0.22,1,1,5.39,3489.0,0.37,
EPIC 206042996 b,1.7,3.53,0.11,0.05,0.13981764885710957,0.57,1,2,3.95,4114.0,0.5,
EPIC 206042996 c,1.2,1.87,0.11,0.05,0.13981764885710957,0.57,1,2,5.95,4114.0,0.5,
EPIC 206215704 b,1.0,0.972,0.0965,0.05,0.04413097255681093,0.41,1,1,5.34,3297.0,0.25,
EPIC 206317286 b,0.96,0.84,0.11,0.05,0.30158116914673233,0.71,1,2,5.22,4864.0,0.67,
EPIC 206317286 c,2.094,5.03,0.11,0.05,0.5209227484918181,0.83,1,2,3.01,4752.0,0.76,
EPIC 211822797 b,1.92,4.35,0.1195,0.06,0.1876596548597487,0.62,1,1,3.38,4057.0,0.58,5780.888115283621
EPIC 211945201 b,5.76,27.0,0.1493,0.0,0.373,1.17,1,1,0.65,6069.0,1.39,11977.168127281393
EPIC 212297394 b,1.48,2.79,0.11,0.05,0.5209227484918181,0.83,1,2,4.73,5171.0,0.8,
EPIC 212297394 c,2.27,5.77,0.11,0.05,0.5209227484918181,0.83,1,2,2.71,5171.0,0.8,
EPIC 212424622 b,2.17,5.35,0.0965,0.05,0.179,1.11,1,1,2.88,5782.33,1.22,
EPIC 212499991 b,1.6,3.19,0.0965,0.05,0.7188609179509692,0.91,1,1,4.28,4982.79,0.76,
EPIC 212587672 b,1.26,2.13,0.11,0.05,0.006,0.99,1,2,5.85,6004.0,0.98,
EPIC 212587672 c,2.32,5.99,0.11,0.05,0.038,0.99,1,2,2.64,6004.0,0.98,
EPIC 212624936 b,1.2,1.87,0.11,0.05,1.0,1.0,1,2,5.95,5765.0,0.93,
EPIC 212624936 c,2.3,5.9,0.11,0.05,1.0,1.0,1,2,2.66,5765.0,0.93,
EPIC 212737443 b,2.586,7.2,0.098,0.2,0.2728800698583353,0.69,1,2,2.29,4684.0,0.67,7921.378441515424
EPIC 212737443 c,2.69,7.7,0.28,0.2,0.2728800698583353,0.69,1,2,2.17,4684.0,0.67,4686.350685213054
EPIC 220492298 b,0.99,0.937,0.0965,0.05,0.8356657801380584,0.95,1,1,5.31,5620.0,0.89,
EPIC 220554210 c,1.6,3.19,0.11,0.05,0.8052810653384567,0.94,1,2,4.28,5499.0,1.0,
EPIC 220674823 b,1.676,7.8,0.01314,0.0,0.7188609179509692,0.91,1,2,9.09,5578.0,0.99,31315.39807878985
EPIC 220674823 c,2.84,7.32,0.1073,0.17,0.7188609179509692,0.91,1,2,1.72,5578.0,0.99,10958.617243941993
EPIC 228836835 b,1.1,1.37,0.0965,0.05,0.04801451168636415,0.42,1,1,5.66,3782.0,0.32,
EPIC 229004835 b,2.332,10.4,0.1237,0.23,0.03,0.97,1,1,4.49,5868.0,1.0,10791.076405151021
EPIC 246851721 b,11.781,953.49,0.07229,0.05,0.526,1.32,2,1,3.1,6202.0,1.59,18812.68240698858
EPIC 248847494 b,12.442,4131.79,4.5,0.0,0.548,0.9,1,1,11.82004821400022,4898.0,2.7,2453.883374197103
EPIC 249893012 b,1.95,8.75,0.047,0.06,0.356,1.05,1,3,6.39,5430.0,1.71,21184.024400167113
EPIC 249893012 c,3.67,14.67,0.13,0.07,0.356,1.05,1,3,1.62,5430.0,1.71,12737.544691544801
EPIC 249893012 d,3.94,10.18,0.22,0.15,0.356,1.05,1,3,0.91,5430.0,1.71,9791.42849174799
FU Tau b,12.2,5085.28,800.0,0.05,2.7950849718747376e-05,0.05,1,1,15.4,2838.0,0.97,
G 196-3 b,12.0,8263.53858,350.0,0.05,0.10139387074808813,0.52,1,1,26.3,3517.0,0.52,87.67979588685817
G 264-012 b,1.39,2.5,0.02279,0.05,0.014788509052639483,0.3,1,2,5.12,3326.0,0.3,7804.951735886731
G 264-012 c,1.76,3.75,0.0525,0.05,0.014788509052639483,0.3,1,2,3.78,3326.0,0.3,5142.363028716125
G 9-40 b,1.9,4.0,0.0418,0.0,0.014788509052639483,0.3,1,1,3.2,3395.0,0.3,5882.633303015574
GJ 1002 b,1.03,1.08,0.0457,0.05,0.000598596759095804,0.12,1,2,5.43,3024.0,0.14,3423.317788473584
GJ 1002 c,1.1,1.36,0.0738,0.05,0.000598596759095804,0.12,1,2,5.61,3024.0,0.14,2693.8731144187336
GJ 1061 b,1.1,1.37,0.021,0.31,0.000598596759095804,0.12,1,3,5.66,2953.0,0.16,5271.974526032352
GJ 1061 c,1.18,1.74,0.035,0.29,0.000598596759095804,0.12,1,3,5.82,2953.0,0.16,4083.653908190607
GJ 1061 d,1.16,1.64,0.054,0.53,0.000598596759095804,0.12,1,3,5.77,2953.0,0.16,3287.6537380354994
GJ 1132 b,1.192,1.83705,0.0157,0.0118,0.0029897687853745482,0.19,1,2,5.97,3229.0,0.22,7817.881285664048
GJ 1132 c,1.43,2.64,0.0476,0.27,0.0024743080487279667,0.18,1,2,4.96,3270.0,0.21,4442.356786494496
GJ 1148 b,11.9,96.7,0.166,0.38,0.022917973327499976,0.34,1,2,0.315,3287.0,0.36,3130.8079115907085
GJ 1148 c,9.71,68.06,0.912,0.342,0.022917973327499976,0.34,1,2,0.409,3287.0,0.36,1335.7126759926168
GJ 1151 c,3.25,10.62,0.5714,0.05,0.0016384000000000001,0.16,1,1,1.7,3280.0,0.18,1190.692149982695
GJ 1214 b,2.733,8.41,0.01505,0.0062,0.0024743080487279667,0.18,1,1,2.26,3101.0,0.22,7668.393119674105
GJ 1252 b,1.193,1.32,0.00915,0.0,0.03382537251709137,0.38,1,1,4.2,3458.0,0.39,14601.795358502492
GJ 1265 b,2.63,7.4,0.026,0.04,0.0024743080487279667,0.18,1,1,2.24,3236.0,0.19,5657.937576319027
GJ 143 b,2.61,22.7,0.1915,0.188,0.332376270499219,0.73,1,2,7.0,4640.0,0.7,5737.75663148139
GJ 15 A b,1.55,3.03,0.072,0.094,0.03382537251709137,0.38,2,2,4.47,3607.0,0.38,5359.585513431422
GJ 15 A c,6.67,36.0,5.4,0.27,0.03382537251709137,0.38,2,2,0.667,3607.0,0.38,618.8716277848899
GJ 160.2 b,3.17,10.2,0.053,0.06,0.2728800698583353,0.69,1,1,1.76,4347.0,0.66,9921.633613075477
GJ 163 b,3.25,10.6,0.0607,0.073,0.04047715405015526,0.4,1,3,1.7,3500.0,0.41,5883.35615092085
GJ 163 c,2.5,6.8,0.1254,0.099,0.04047715405015526,0.4,1,3,2.39,3500.0,0.41,4093.273055062296
GJ 163 d,5.92,29.4,1.0304,0.373,0.04047715405015526,0.4,1,3,0.779,3500.0,0.41,1427.9617022496468
GJ 179 b,13.8,301.93699,2.41,0.21,0.027993599999999997,0.36,1,1,0.631,3370.0,0.38,865.5111958198042
GJ 180 b,2.43,6.49,0.092,0.07,0.05213622647516791,0.43,1,3,2.49,3371.0,0.41,4602.73826464447
GJ 180 c,2.41,6.4,0.129,0.09,0.05213622647516791,0.43,1,3,2.51,3371.0,0.41,3887.0071357048764
GJ 180 d,2.66,7.56,0.309,0.14,0.05213622647516791,0.43,1,3,2.21,3811.5,0.41,2839.671645144093
GJ 2030 b,2.03,4.76743,0.034,0.239,0.612,0.96,1,2,3.13,5485.0,2.24,28795.239478079216
GJ 2030 c,12.3,4069.15709,16.761,0.041,0.612,0.96,1,2,12.0,5485.0,2.24,1296.911048939788
GJ 2056 b,4.17,16.2,0.283,0.72,0.1876596548597487,0.62,1,1,1.23,4069.95,0.71,4169.505419324741
GJ 229 A c,2.87,8.58137,0.384,0.366,0.09473176224746377,0.51,3,2,1.99,3912.54,0.46,2769.6928280215443
GJ 229 b,3.97,14.93794,1.086,0.404,0.09473176224746377,0.51,3,2,1.31,3912.54,0.46,1646.9571727769385
GJ 238 b,0.566,0.126,0.02123,0.05,0.04801451168636415,0.42,1,1,3.82,3485.0,0.43,10144.286944740621
GJ 251 b,1.83,4.0,0.0818,0.1,0.027993599999999997,0.36,1,1,3.59,3451.0,0.36,4682.513843531244
GJ 27.1 b,3.66,13.0,0.101,0.08,0.10838409199864159,0.53,1,1,1.46,3542.0,0.52,5198.152949469443
GJ 273 b,1.51,2.89,0.091101,0.1,0.01313387844812034,0.29,1,2,4.61,3382.0,0.29,3902.74829165085
GJ 273 c,1.06,1.18,0.036467,0.17,0.01313387844812034,0.29,1,2,5.44,3382.0,0.29,6168.5358893608345
GJ 3021 b,13.1,1071.04,0.49,0.511,0.6915901242788246,0.9,2,1,2.62,5540.0,0.9,4856.154456506178
GJ 3082 b,2.79,8.2,0.079,0.22,0.07117746275774374,0.47,1,1,2.07,3910.0,0.47,6168.3875635916165
GJ 3090 b,2.13,3.34,0.03165,0.32,0.10139387074808813,0.52,1,1,1.89,3556.0,0.52,9322.579146578577
GJ 3138 b,1.18,1.78,0.0197,0.19,0.2592872696148425,0.68,1,3,5.95,3717.0,0.5,12111.668132046338
GJ 3138 c,1.88,4.18,0.057,0.11,0.2592872696148425,0.68,1,3,3.46,3717.0,0.5,7120.322222324235
GJ 3138 d,3.23,10.5,0.698,0.32,0.2592872696148425,0.68,1,3,1.71,3717.0,0.5,2034.7420678586952
GJ 317 b,13.3,794.5,1.151,0.07,0.04801451168636415,0.42,1,2,1.86,3492.73,0.43,1380.7692054051931
GJ 317 c,13.5,522.5,5.23,0.17,0.04801451168636415,0.42,1,2,1.17,3492.73,0.43,647.7507283788497
GJ 3222 b,3.4,11.44182,0.091,0.929,0.6650664244684812,0.89,2,1,1.6,5257.46,0.93,10870.668882163098
GJ 328 b,13.3,797.7493,4.11,0.227,0.22140975341264896,0.65,1,2,1.86,3897.0,0.63,986.8230424106863
GJ 328 c,4.91,21.4,0.657,0.05,0.22140975341264896,0.65,1,2,0.993,3897.0,0.63,2468.1838592723384
GJ 3293 b,5.19,23.54,0.14339,0.06,0.04801451168636415,0.42,1,4,0.925,3466.0,0.4,3744.1965075138787
GJ 3293 c,4.87,21.09,0.36175,0.11,0.04801451168636415,0.42,1,4,1.0,3466.0,0.4,2357.2942470898893
GJ 3293 d,2.67,7.6,0.19394,0.12,0.04801451168636415,0.42,1,4,2.19,3466.0,0.4,3219.469911171533
GJ 3293 e,1.63,3.28,0.08208,0.21,0.04801451168636415,0.42,1,4,4.16,3466.0,0.4,4948.7941847816255
GJ 3323 b,1.23,2.02,0.03282,0.23,0.0016384000000000001,0.16,1,2,5.96,3159.0,0.12,3906.8836045555263
GJ 3323 c,1.32,2.31,0.1264,0.17,0.0016384000000000001,0.16,1,2,5.52,3159.0,0.12,1990.7935460114045
GJ 3341 b,2.46,6.6,0.089,0.31,0.07117746275774374,0.47,1,1,2.44,3526.0,0.44,5070.7611589295975
GJ 338 B b,3.25,10.6,0.142,0.109,0.20971520000000002,0.64,2,1,1.7,4014.0,0.58,5246.947332843424
GJ 341 b,0.88,4.0,0.0965,0.0,0.07662038516426291,0.48,1,1,32.341754320060105,3770.0,0.51,
GJ 3470 b,4.57,13.9,0.0355,0.017,0.08838834764831845,0.5,1,1,0.8,3652.0,0.5,8864.6400697996
GJ 3473 b,1.264,1.86,0.01589,0.0,0.027993599999999997,0.36,2,2,5.03,3347.0,0.36,10303.96859400508
GJ 3473 c,2.63,7.41,0.0876,0.0,0.027993599999999997,0.36,2,2,2.24,3347.0,0.36,4388.483015082657
GJ 3512 b,14.3,146.20107,0.337,0.44,0.000598596759095804,0.12,1,2,0.275,3081.0,0.14,1284.3999438012393
GJ 3512 c,9.32,63.56568,1.292,0.0183,0.000598596759095804,0.12,1,2,0.431,3081.0,0.14,655.9699903404123
GJ 357 b,1.2,1.84,0.036,0.05,0.022917973327499976,0.34,1,3,5.6,3505.0,0.34,6966.838491143046
GJ 357 c,1.66,3.4,0.061,0.05,0.022917973327499976,0.34,1,3,4.08,3505.0,0.34,5352.073580414161
GJ 357 d,2.34,6.1,0.204,0.05,0.022917973327499976,0.34,1,3,2.62,3505.0,0.34,2926.657556336207
GJ 3634 b,2.83,8.4,0.0287,0.08,0.06112850833490051,0.45,1,1,2.04,3517.0,0.43,8804.914840565343
GJ 367 b,0.699,0.633,0.00709,0.06,0.06601648712374812,0.46,1,3,10.2,3522.0,0.46,18348.67304531314
GJ 367 c,1.86,4.13,0.10091,0.09,0.06601648712374812,0.46,1,3,3.53,3522.0,0.46,
GJ 367 d,2.33,6.03,0.10091,0.14,0.06601648712374812,0.46,1,3,2.62,3522.0,0.46,
GJ 3779 b,2.75,8.0,0.026,0.07,0.010227586813613465,0.27,1,1,2.11,3324.0,0.28,7055.257498072492
GJ 3929 b,1.09,1.75,0.0252,0.0,0.016586926813306917,0.31,1,2,7.3,3384.0,0.32,7799.460901522189
GJ 3929 c,2.26,5.71,0.081,0.0,0.016586926813306917,0.31,1,2,2.72,3384.0,0.32,4350.331443212694
GJ 393 b,1.17,1.71,0.05402,0.05,0.05213622647516791,0.43,1,1,5.87,3579.0,0.43,6530.976911390216
GJ 3942 b,2.57,7.14,0.0608,0.121,0.1984686534233303,0.63,1,1,2.31,3867.0,0.61,7922.2184225201
GJ 3988 b,1.74,3.69,0.0405,0.0,0.0024743080487279667,0.18,1,1,3.85,3273.0,0.2,4704.278272766435
GJ 3998 b,1.38,2.47,0.029,0.0,0.08838834764831845,0.5,1,2,5.16,3722.0,0.49,9895.43572067951
GJ 3998 c,2.38,6.26,0.089,0.049,0.08838834764831845,0.5,1,2,2.55,3722.0,0.49,5648.575235452912
GJ 411 b,1.45,2.69,0.07879,0.063,0.03704470362669946,0.39,1,2,4.85,3719.0,0.37,5212.559223425445
GJ 414 A b,2.63,7.6,0.2324,0.45,0.22140975341264896,0.65,2,2,2.3,4120.0,0.68,4558.197333170641
GJ 414 A c,8.4,53.83,1.4,0.105,0.22140975341264896,0.65,2,2,0.499,4120.0,0.68,1857.150787111422
GJ 422 b,3.33,11.07,0.111,0.11,0.025365192070039597,0.35,1,1,1.65,3323.0,0.37,3924.0020544800072
GJ 4276 b,4.22,16.57,0.082,0.37,0.04413097255681093,0.41,1,1,1.21,3387.0,0.41,4898.461635027058
GJ 433 b,2.33,6.043,0.062,0.04,0.07662038516426291,0.48,1,3,2.63,3461.0,0.5,6356.97156598342
GJ 433 c,6.27,32.422,4.819,0.12,0.07662038516426291,0.48,1,3,0.723,3472.0,0.47,701.3094556948756
GJ 433 d,2.14,5.223,0.178,0.07,0.07662038516426291,0.48,1,3,2.93,3461.0,0.47,3637.4751854122974
GJ 436 b,4.17,22.1,0.0291,0.13827,0.07117746275774374,0.47,1,1,1.8,3586.11,0.46,9221.796630977604
GJ 463 b,13.0,1144.18227,3.53,0.09,0.08235429999999999,0.49,1,1,2.86,3540.0,0.49,853.0479851246481
GJ 480 b,3.69,13.2,0.068,0.1,0.06112850833490051,0.45,1,1,1.44,3381.0,0.46,5687.601268758826
GJ 486 b,1.289,2.77,0.01714,0.00086,0.016586926813306917,0.31,1,1,6.66,3317.0,0.32,9269.889645335283
GJ 504 b,13.0,1271.3,43.5,0.05,0.332,1.22,1,1,3.18,6234.0,1.26,686.2256609786475
GJ 514 b,2.13,5.2,0.422,0.45,0.09473176224746377,0.51,1,1,2.96,3728.0,0.5,2624.6064546125185
GJ 536 b,2.17,5.36,0.06661,0.08,0.10139387074808813,0.52,1,1,2.88,3685.0,0.5,6529.986594490932
GJ 581 b,4.11,15.8,0.04061,0.0,0.016586926813306917,0.31,1,3,1.25,3396.0,0.33,6261.34550279767
GJ 581 c,2.21,5.5,0.0721,0.0,0.016586926813306917,0.31,1,3,2.8,3396.0,0.33,4699.119953602197
GJ 581 e,1.17,1.7,0.02815,0.0,0.016586926813306917,0.31,1,3,5.83,3396.0,0.33,7520.469669950294
GJ 625 b,1.49,2.82,0.078361,0.13,0.014788509052639483,0.3,1,1,4.68,3499.0,0.31,4501.262255009893
GJ 649 b,10.8,81.99973,1.112,0.083,0.09473176224746377,0.51,1,1,0.358,3734.0,0.5,1619.445862690332
GJ 667 C b,2.25,5.68,0.050431,0.2,0.020644234782863716,0.33,3,5,2.74,3350.0,0.75,
GJ 667 C c,1.77,3.8,0.125,0.02,0.020644234782863716,0.33,3,5,3.77,3350.0,0.75,
GJ 667 C e,1.45,2.7,0.213,0.02,0.020644234782863716,0.33,3,5,4.87,3350.0,0.75,
GJ 667 C f,1.45,2.7,0.156,0.03,0.020644234782863716,0.33,3,5,4.87,3350.0,0.75,
GJ 667 C g,1.99,4.6,0.549,0.08,0.020644234782863716,0.33,3,5,3.21,3350.0,0.75,
GJ 674 b,3.33,11.09,0.039,0.2,0.025365192070039597,0.35,1,1,1.65,3600.0,0.36,7074.259062223663
GJ 676 A b,12.8,1840.86213,1.735,0.319,0.1984686534233303,0.63,2,4,4.82,3734.0,0.69,1523.0306088716966
GJ 676 A c,12.3,4288.14087,9.726,0.295,0.1984686534233303,0.63,2,4,12.7,4006.03,0.65,669.8279341244903
GJ 676 A d,1.78,3.81394,0.039,0.192,0.1984686534233303,0.63,2,4,3.72,4006.03,0.65,10577.866564174135
GJ 676 A e,2.47,6.6744,0.181,0.152,0.1984686534233303,0.63,2,4,2.43,4006.03,0.65,4910.108628682932
GJ 680 b,12.0,7977.49302,10.138,0.381,0.06601648712374812,0.46,2,1,25.4,3563.0,0.46,490.8831297763115
GJ 682 b,1.93,4.4,0.08,0.08,0.010227586813613465,0.27,1,2,3.36,3028.0,0.3,3792.5473954005856
GJ 682 c,2.89,8.7,0.176,0.1,0.010227586813613465,0.27,1,2,1.98,3028.0,0.3,2556.934932364402
GJ 685 b,2.95,9.0,0.1344,0.0,0.12338700232905413,0.55,1,1,1.93,3816.0,0.54,4947.264428226176
GJ 687 b,4.32,17.2,0.163,0.17,0.04047715405015526,0.4,1,2,1.17,3413.0,0.42,3543.4527287038186
GJ 687 c,4.14,16.0,1.165,0.4,0.04047715405015526,0.4,1,2,1.24,3413.0,0.42,1325.432095780278
GJ 720 A b,3.77,13.64,0.119,0.12,0.13981764885710957,0.57,2,1,1.4,3837.0,0.56,5383.588344150213
GJ 724 b,3.27,10.75,0.04685,0.577,0.10838409199864159,0.53,1,1,1.69,3799.0,0.52,8186.07425813075
GJ 740 b,1.53,2.96,0.029,0.24,0.14859287222313186,0.58,1,1,4.54,3913.0,0.56,11121.525824412473
GJ 806 b,1.331,1.9,0.01406,0.05,0.04413097255681093,0.41,1,2,4.4,3600.0,0.41,12573.647504097873
GJ 806 c,2.28,5.8,0.0523,0.05,0.04413097255681093,0.41,1,2,2.69,3600.0,0.41,6519.331979197356
GJ 832 b,13.8,314.65012,3.7,0.05,0.06112850833490051,0.45,1,1,0.658,3472.0,0.44,774.3988598464637
GJ 849 b,13.9,283.82077,2.32,0.029,0.06112850833490051,0.45,1,2,0.581,3467.0,0.45,987.5875770590658
GJ 849 c,13.8,314.65012,4.95,0.092,0.06112850833490051,0.45,1,2,0.658,3467.0,0.45,676.1094579780417
GJ 86 b,12.9,1404.8086,0.11,0.04,0.7756937995160011,0.93,2,1,3.6,5182.0,0.77,8867.596857901799
GJ 876 b,13.3,723.2235,0.208317,0.0324,0.018536380004736633,0.32,1,4,1.69,3293.74,0.3,2556.5076536046527
GJ 876 c,14.0,226.9846,0.12959,0.25591,0.018536380004736633,0.32,1,4,0.455,3293.74,0.3,3241.3334315580896
GJ 876 d,2.51,6.83,0.020807,0.207,0.018536380004736633,0.32,1,4,2.37,3293.74,0.3,8089.184107744864
GJ 876 e,3.92,14.6,0.3343,0.055,0.018536380004736633,0.32,1,4,1.33,3271.0,0.3,2004.1604861125827
GJ 887 b,1.88,4.2,0.068,0.0,0.08235429999999999,0.49,1,2,3.47,3688.0,0.47,6271.116909040074
GJ 887 c,2.67,7.6,0.12,0.05,0.08235429999999999,0.49,1,2,2.19,3688.0,0.47,4720.725311066868
GJ 896 A b,13.3,718.2922,0.63965,0.35,0.05650467322832688,0.44,2,1,1.68,3345.0,0.39,1689.3387175936907
GJ 900 b,12.4,3496.11248,12000.0,0.05,1.3091311121425235,1.08,3,1,10.1,3976.0,0.72,19.919641273596735
GJ 9066 c,9.6,66.74397,0.88,0.46,0.001307131879345003,0.15,1,1,0.415,3154.0,0.16,869.8409641743531
GJ 9404 b,3.48,11.9,0.0943,0.49,0.1876596548597487,0.62,1,1,1.55,3811.0,0.63,6371.077518759107
GJ 96 b,4.67,19.66,0.291,0.44,0.1673128805561604,0.6,1,1,1.06,3785.0,0.58,3456.1525092747797
GJ 9689 b,3.07,9.65,0.1139,0.29,0.15775460325515067,0.59,1,1,1.83,3836.0,0.57,5550.26445373219
GJ 9714 b,12.5,2988.54051,12.319,0.155,0.24618512557266742,0.67,1,1,8.41,4263.0,0.66,638.2033580166226
GJ 9827 b,1.44,4.28,0.0189,0.063,0.1772778281686968,0.61,1,3,7.858,4236.0,0.6,15436.9034086788
GJ 9827 c,1.13,1.86,0.0395,0.094,0.1772778281686968,0.61,1,3,7.142,4236.0,0.6,10678.064527894028
GJ 9827 d,1.98,3.02,0.053,0.13,0.1772778281686968,0.61,1,3,2.69,4236.0,0.6,9218.349166092405
GPX-1 b,16.477,6261.21962,0.0338,0.0,0.727,1.68,1,1,8.222423,7000.0,1.56,30758.241409731167
GQ Lup b,33.6,6356.0,100.0,0.05,0.28697438910118783,0.7,1,1,0.921,4360.0,1.94,392.7777395320424
GSC 06214-00210 b,20.176,5000.0,320.0,0.05,0.6915901242788246,0.9,1,1,3.35,4200.0,0.9,144.06386702851938
GU Psc b,14.179,3591.3,2000.0,0.05,0.020644234782863716,0.33,1,1,6.92,4031.81,0.45,39.11567498769523
Gaia-1 b,13.776,533.95172,0.04047,0.05,0.8356657801380584,0.95,1,1,1.12,5470.0,0.95,17141.232236372645
Gaia-2 b,14.818,259.66581,0.0467,0.05,0.057,1.0,1,1,0.439,5720.0,1.06,17625.84851690599
Gaia-4 b,12.4,3750.3752,0.0965,0.338,0.20971520000000002,0.64,1,1,10.8,4034.0,0.62,
Gaia-5 b,12.1,6633.07885,0.0965,0.6423,0.022917973327499976,0.34,1,1,20.6,3447.0,0.35,
Gaia22dkvL b,14.1,187.83659,1.4,0.05,1.63095673776736,1.15,1,1,0.368,5597.0,0.97,
Gl 378 b,3.66,13.02,0.039435,0.109,0.13141898072713853,0.56,1,1,1.46,3879.0,0.56,9454.365387727341
Gl 49 b,2.24,5.63,0.0905,0.363,0.10139387074808813,0.52,2,1,2.75,3805.0,0.51,5842.1805123497425
Gl 686 b,2.46,6.624,0.091,0.05,0.05213622647516791,0.43,1,1,2.45,3656.0,0.43,5140.1906921173595
Gl 725 A b,1.48,2.78,0.068,0.0,0.020644234782863716,0.33,2,1,4.71,3433.0,0.35,5037.474739981894
Gliese 12 b,0.958,3.87,0.0668,0.5,0.00677234924084693,0.24,1,1,17.7,3296.0,0.26,4205.76650508568
HAT-P-1 b,14.785,166.86075,0.05561,0.0,0.225,1.15,2,1,0.282,5980.0,1.17,17740.962565031048
HAT-P-11 b,4.36,25.0,0.05258,0.251,0.47829690000000014,0.81,1,2,1.172,4653.0,0.68,10822.727661236813
HAT-P-11 c,13.2,851.78013,4.1,0.652,0.47829690000000014,0.81,1,2,2.04,4653.0,0.68,1225.6178930725773
HAT-P-12 b,10.749,67.059,0.0384,0.0,0.332376270499219,0.73,1,1,0.3192,4650.0,0.7,12840.912093515795
HAT-P-13 b,14.258,270.462,0.04383,0.0133,0.346,1.32,1,2,0.362,5653.0,1.76,23169.096382638112
HAT-P-13 c,12.3,4538.421,1.258,0.6616,0.346,1.32,1,2,13.4,5653.0,1.76,4324.685309011335
HAT-P-14 b,15.917,1093.3352,0.0596,0.11,0.644,2.65,2,1,1.56,6600.0,1.82,23589.35204698609
HAT-P-15 b,11.882,616.5902,0.0965,0.19,0.0,1.0,1,1,1.96,5568.0,1.07,11991.871632594937
HAT-P-16 b,14.448,1332.605,0.0413,0.036,0.294,1.22,3,1,2.42,6158.0,1.24,21824.03319198641
HAT-P-17 b,11.769,184.3414,0.0882,0.35,0.5898540685771015,0.86,1,2,0.64,5332.0,0.84,10642.778004290874
HAT-P-17 c,13.1,1080.6,5.6,0.39,0.5898540685771015,0.86,1,2,2.64,5332.0,0.84,1335.6580391199418
HAT-P-18 b,11.153,62.61,0.0559,0.084,0.4006060816669288,0.77,1,1,0.25,4803.0,0.75,11378.809496968948
HAT-P-19 b,11.299,88.03847,0.04599,0.07,0.47829690000000014,0.81,1,1,0.335,4962.0,0.77,13131.971451241046
HAT-P-2 b,10.66,2866.81223,0.06814,0.5172,0.53,1.33,1,2,7.29,6380.0,1.39,18637.451504302997
HAT-P-2 c,12.4,3400.76395,0.11,0.37,0.64,1.33,1,2,9.8,6412.0,1.42,
HAT-P-20 b,9.718,2302.899,0.0361,0.015,0.3826904045279422,0.76,1,1,13.78,4595.0,0.69,12993.19547814927
HAT-P-21 b,12.442,1547.8321,0.0494,0.23,0.025,1.24,1,1,4.6,5588.0,1.21,17887.3135675359
HAT-P-22 b,12.89,785.0401,0.0414,0.02,1.5338205502757383,1.13,2,1,2.14,5302.0,1.11,17756.63037347872
HAT-P-23 b,15.334,664.237,0.0232,0.106,0.199,1.13,1,1,1.01,5905.0,1.2,27467.937130713468
HAT-P-24 b,14.572,238.3725,0.04651,0.07,0.454,1.19,2,1,0.44,6373.0,1.32,21959.23601607009
HAT-P-25 b,12.722,180.84527,0.0466,0.023,1.0354396902316474,1.01,1,1,0.483,5519.0,0.92,15860.645617306449
HAT-P-26 b,7.062,22.2481,0.0479,0.12,1.4868360391805417,1.12,1,1,0.4,5079.0,0.87,14000.050253861224
HAT-P-27 b,11.43,197.05,0.04,0.0,0.746891291445067,0.92,2,1,0.76,5316.0,0.86,15942.767564359658
HAT-P-28 b,13.585,198.953,0.0434,0.051,0.053,1.03,1,1,0.44,5680.0,1.1,18495.212509215457
HAT-P-29 b,13.115,279.6904,0.0667,0.09,0.272,1.45,2,1,0.79,6087.0,1.3,17380.872474850927
